Country Name,Country Code,Series Name,Series Code,Version Name,Version Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Least developed countries: UN classification,LDC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.09342088075371,4.72112056742577,4.90250924158173,..
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.0053894939038,84.8643330472041,154.756096023393,..
Lesotho,LSO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,5.18708359197993,4.97809676252292,6.04774591950681,..
Liberia,LBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Libya,LBY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Liechtenstein,LIE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Lithuania,LTU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.33450937988024,1.19989444983569,4.68354420903459,..
Low & middle income,LMY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.70559729787044,2.95192253170021,4.27166381536796,..
Low income,LIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.86758803446909,5.19771036897651,5.7503690895717,..
"Low income, excluding China and India",LIX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Lower middle income,LMC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.03058664969491,3.68181341625573,4.70600205495677,..
Low-income Africa,LSA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Luxembourg,LUX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.74332075653843,0.819957302126994,2.52692009066169,..
"Macao SAR, China",MAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.75193081051976,0.81141051149158,..,..
Madagascar,MDG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,5.61051441492366,4.20179312190553,5.81225118787723,..
Malawi,MWI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,9.37083605605672,8.62551469650552,..,..
Malaysia,MYS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.662891865764376,-1.13870215393056,2.47710241465444,..
Maldives,MDV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.220029731065343,-1.3697742556981,0.543149688736981,..
Mali,MLI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,-1.65826694846368,0.438088940320712,3.92560283104272,..
Malta,MLT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.64206001768947,0.638544956776653,1.49789217934737,..
Marshall Islands,MHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Martinique,MTQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Mauritania,MRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.30009262117938,2.38569488456317,3.56516484650187,..
Mauritius,MUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.405655190309511,2.58080077182828,4.02852888157379,..
Mayotte,MYT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.6359614212705,3.39683415569999,5.68920847683764,..
Micronesia,FSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.53907146098899,0.550898203592806,..,..
Middle East & North Africa,MNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.47857885221637,2.09626938944794,5.70635020830702,..
Middle East & North Africa (all income levels),MEA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.04883403678989,0.672256809057485,2.68387777341776,..
Middle East & North Africa (IDA & IBRD),TMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.0053894939038,2.41513094083414,5.87410754944371,..
Middle East (developing only),MDE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Middle East and North Africa (IFC classification),CME,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Middle income,MIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.61057182799216,2.5641177087669,4.26105127422819,..
Moldova,MDA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,4.83778351428719,3.76597122245352,5.10641129002835,..
Monaco,MCO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Mongolia,MNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,7.30106953550724,3.79604026111249,7.35281243380224,..
Montenegro,MNE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.361563704540798,-0.255655699848551,2.41080198403167,..
Morocco,MAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.303386036590361,0.705968661338317,1.4019588396201,..
Mozambique,MOZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.78110631182942,3.14169129409215,5.68848699126617,..
Myanmar,MMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,8.82506696804562,..,..,..
Namibia,NAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.72239414422688,2.20938236933476,3.61690530108811,..
Nauru,NRU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Nepal,NPL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,5.56868547784925,5.05236655289216,4.08791045882441,..
Netherlands,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.63369910249593,1.2724603778917,2.67572008805381,..
Netherlands Antilles,ANT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
New Caledonia,NCL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
New Zealand,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.61963190184049,1.71456170007244,3.94112060778728,..
Nicaragua,NIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,5.3762899084413,3.68181341625573,4.92841396948961,..
Niger,NER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,-2.48979265070851,2.89819376026271,3.83786802840503,..
Nigeria,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,11.3967949687168,13.2460234276597,16.9528457221608,..
North America,NAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.88073954968806,0.975292014307111,4.04652602445636,..
North Macedonia,MKD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.766439573459688,1.20007348888482,3.23074912132919,..
Northern Mariana Islands,MNP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Norway,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.16773003305405,1.28658490707998,3.48388055266678,..
OECD members,OED,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.74071267870177,0.732851645175872,2.8152885443583,..
Oman,OMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.133795057453182,-0.903874872278535,1.54663705583755,..
Other low-income,LIO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Other small states,OSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.64206001768947,1.77740783806174,2.44608867175472,..
Pacific island small states,PSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.35930740460351,0.218181818181824,2.47788271992722,..
Pakistan,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,10.5783618004555,9.73999313898131,9.49621056124979,..
Palau,PLW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.267379679144381,0.218181818181824,2.61248185776489,..
Panama,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,-0.355083821021212,-1.55027540803759,1.63070337301891,..
Papua New Guinea,PNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.92867290939598,4.87167398565548,4.48359014042394,..
Paraguay,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.75709727562792,1.76751592356686,4.78798310123612,..
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.25212191358024,2.00241205759293,4.27166381536796,..
Philippines,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.39206534422402,2.39316239316241,3.92718022100326,..
Poland,POL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.227478809383,3.3744697261859,5.05502704719268,..
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.338178410046125,-0.0124383299576167,1.2656571906905,..
Post-demographic dividend,PST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.61963190184049,0.632267331911676,2.51837109614205,..
Pre-demographic dividend,PRE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.37758732789788,3.3018067617141,4.97392558334744,..
Puerto Rico,PRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Qatar,QAT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,-0.666641124861102,-2.54031503004763,2.30446565742003,..
Reunion,REU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Romania,ROM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Romania,ROU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.82785432599428,2.63107311184752,5.05232876096582,..
Russia,RUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,4.47036660760175,3.38165937237896,6.69445891957619,..
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.3478765503764,9.85039902274209,-0.391346748300792,..
Samoa,WSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.982326569888142,-1.568912477409,3.1332047317449,..
San Marino,SMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Sao Tome and Principe,STP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,-2.09333333333333,3.44545825956691,3.06328988941548,..
Senegal,SEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.75856517595659,2.54743464570552,..,..
Serbia,SRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.8492298451109,1.57553290083409,4.08510285335103,..
Serbia and Montenegro,YUG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Severely Indebted,ISD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Seychelles,SYC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.07476436485001,8.27685811437228,..,..
Sierra Leone,SLE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,14.804999090602,13.4468711101053,11.8739588840234,..
Singapore,SGP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.565260568780358,-0.181916666666656,2.30485959040487,..
Sint Maarten (Dutch part),SXM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Slovak Republic,SVK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.66456133425443,1.9369412669422,3.14960629921263,..
Slovenia,SVN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.63052260754338,-0.0548568157606067,1.91706506089267,..
Small states,SST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.43135598182989,0.615892757721104,2.4284453278932,..
Solomon Islands,SLB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.63485544012242,2.96354992076069,-0.1154378944128,..
Somalia,SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
South Africa,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,4.12024587014984,3.21003597454107,4.61167217803201,..
South Asia,SAS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.62894965885468,5.6910747474621,5.54565430773474,..
South Asia (IDA & IBRD),TSA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.62894965885468,5.6910747474621,5.54565430773474,..
South Asia (IFC classification),CSA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,87.2413641500032,29.6758435538571,10.5167158294359,..
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.699518994458693,-0.322753017299705,3.09313511976406,..
Sri Lanka,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.52839358231809,6.15394508391743,7.01478071238186,..
St. Kitts and Nevis,KNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,-0.329562063663904,-1.16724501769362,1.19568887038397,..
St. Lucia,LCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.539087559191731,-1.75580833517596,2.41070312174385,..
St. Martin (French part),MAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
St. Vincent and the Grenadines,VCT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.913069725324485,-0.628131309354661,1.57272932500565,..
Sub-Saharan Africa,SSA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.78110631182942,3.3018067617141,4.61167217803201,..
Sub-Saharan Africa (all income levels),SSF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.77698537023136,3.31332289544493,4.61167217803201,..
SUB-SAHARAN AFRICA (excl. Nigeria),SXN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Sub-Saharan Africa (IDA & IBRD),TSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.77698537023136,3.31332289544493,4.61167217803201,..
Sub-Saharan Africa (IFC classification),CAA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Sudan,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,50.9940515002971,150.322723865569,382.815998259943,..
Suriname,SUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,34.8929491585684,59.1117096483868,..
Swaziland,SWZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.59801620311075,..,..,..
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.78415097403832,0.497367318853562,2.16319736447149,..
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.362886179940635,-0.725874933313391,0.581814168489875,..
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
"Taiwan, China",TWN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Tajikistan,TJK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,3.46428057999023,3.29029062798326,3.690919588022,..
Thailand,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.70672860131428,-0.845937147357037,1.23039541318382,..
Timor-Leste,TLS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.958812739703201,..,..,..
Timor-Leste,TMP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Togo,TGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,0.685897590895539,1.82754038520035,..,..
Tonga,TON,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.17954334821804,-0.349737696727454,5.64051140636751,..
Trinidad and Tobago,TTO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.00054293027224,0.598986330824747,2.05922746915452,..
Tunisia,TUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,6.72007532863804,5.63415115897623,5.70635020830702,..
Turkey,TUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,15.1768215720023,12.2789574462574,19.5964926913323,..
Turkmenistan,TKM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Turks and Caicos Islands,TCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Tuvalu,TUV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.86758803446909,3.31332289544493,2.20457204757416,..
Ukraine,UKR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,7.8867174561113,2.7324920941942,9.36313917695229,..
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,-1.93108114782171,-2.0794031794094,..,..
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.73810460086511,0.98948670377243,2.51837109614205,..
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.81221007526015,1.23358439630637,4.69785886363739,..
Upper middle income,UMC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.96823036836555,1.62088661717004,4.02852888157379,..
Uruguay,URY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,7.88198870879622,9.75640636078191,7.74791402314763,..
Uzbekistan,UZB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,14.5257359560686,12.8677297362606,10.8492397508122,..
Vanuatu,VUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.76252019386107,5.32935073101713,2.34328358208955,..
Venezuela,VEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Vietnam,VNM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.79582367452244,3.22093436652514,1.83471554810462,..
Virgin Islands,VIR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
West Bank and Gaza,PSE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,1.58018333639459,-0.735332001092242,1.23748102831382,..
West Bank and Gaza,WBG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
World,WLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,2.18690154543462,1.92096800566845,3.49505757399453,..
Yemen,YEM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
"Yemen, PDR",YMD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,..,..,..,..
Zambia,ZMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,9.15031644316299,15.7325851421273,22.0212342935964,..
Zimbabwe,ZWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2022 Dec,202212,255.304990757856,557.20181736205,98.5461050920624,..
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Data from database: WDI Database Archives,,,,,,,,,
Last Updated: 03/08/2023,,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,License URL
FP.CPI.TOTL.ZG,CC BY-4.0,"Inflation, consumer prices (annual %)","Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.","International Monetary Fund, International Financial Statistics and data files.",Financial Sector: Exchange rates & prices,Annual,Median,https://datacatalog.worldbank.org/public-licenses#cc-by
